score,values,id,text,label,prediction_proba,prediction_binary,prediction_label,is_correct
-2.4,"[-3.0, -3.0, -2.0, -2.0, -2.0]",68dcf63b3a17cb5c6985bdf337792e08.1,"Right now I agree with you , yuck .",0,0.15369941294193268,0,Informal,True
-2.4,"[-3.0, -3.0, -3.0, -3.0, 0.0]",3c039803ff22c8aa1003d1ef48c941ca.0,* bow bow .,0,0.1230299100279808,0,Informal,True
-0.6,"[-2.0, -1.0, 0.0, 0.0, 0.0]",026a655d1b39b8149a2aeed72389de56.0,Not Debbie Reynolds .,0,0.29141122102737427,0,Informal,True
-2.2,"[-3.0, -3.0, -3.0, -3.0, 1.0]",1a2c3c98d0c75e85fe5f7e8701f9f4e6.1,Just like SUCK MA DICK,0,0.13077877461910248,0,Informal,True
-2.0,"[-3.0, -2.0, -2.0, -2.0, -1.0]",6546b0957e8d11e3a113aab2fdd92ec9.0,how old is he ?,0,0.1890665888786316,0,Informal,True
-2.8,"[-3.0, -3.0, -3.0, -3.0, -2.0]",c2e3281bc98b8e1b741e934494b0bcb0.0,wtf popular girl .,0,0.1036861315369606,0,Informal,True
-0.8,"[-2.0, -2.0, -1.0, -1.0, 2.0]",f9f37f8cdfcddefaa44377dac62fff03.3,sometimes you have to be mean to others for their own good .,0,0.35911649465560913,0,Informal,True
-1.4,"[-3.0, -3.0, -1.0, -1.0, 1.0]",ff4d34cd74314e7cabb52bcb4a20e434.1,Yoga just seems like its just breathing exercises for pregnant women !,0,0.21765536069869995,0,Informal,True
-1.0,"[-3.0, -2.0, -1.0, 0.0, 1.0]",ca2e37ff783ae22f630e2a1157af7c5f.2,"Or , you could try this website for your wedding etiquette on a budget .",0,0.35026225447654724,0,Informal,True
-2.2,"[-3.0, -3.0, -2.0, -2.0, -1.0]",f3b56023e7c3cb5db29cc60c6a3b623e.2,my mom did n't let me until I was 15 ...,0,0.2027960568666458,0,Informal,True
-2.0,"[-3.0, -3.0, -3.0, -1.0, 0.0]",0e0d7860229d1beafab29bfce3871b9c.0,its not evil its sweet,0,0.18425242602825165,0,Informal,True
-2.0,"[-3.0, -3.0, -2.0, -2.0, 0.0]",5ed4d7229f424077c804afea94e0d5e9.1,Unless you have something real to talk about ... do n't call too much .,0,0.1845240443944931,0,Informal,True
-1.8,"[-3.0, -3.0, -2.0, -1.0, 0.0]",3d2d6f5ed5357264c189e726423031a9.5,Try to put yourself in that puppies place ... Try to understand him .,0,0.19350828230381012,0,Informal,True
-1.8,"[-3.0, -3.0, -1.0, -1.0, -1.0]",1bdb499b1f5c82b90c3dc30829c859de.4,believe in your abilities !,0,0.20113207399845123,0,Informal,True
-1.6,"[-3.0, -3.0, -1.0, -1.0, 0.0]",4a03fa15a189153dc1e90b6e82890e71.0,Sounds like ringworm .,0,0.22432847321033478,0,Informal,True
-2.2,"[-3.0, -3.0, -2.0, -2.0, -1.0]",4f03a4f3f716f1d00c2f7147fe53e3e0.253,Boy : I hope we do too .,0,0.15017661452293396,0,Informal,True
-1.2,"[-2.0, -2.0, -1.0, -1.0, 0.0]",893d1c05d99f85e725814aed8f346caa.1,when you ran out of 7 dominos .,0,0.3533361554145813,0,Informal,True
-2.0,"[-3.0, -2.0, -2.0, -2.0, -1.0]",82a5af10b25c5af381843f309aa4a0b2.571,How can u tell me not to fall in friendship when u exist .,0,0.14129509031772614,0,Informal,True
-1.0,"[-3.0, -3.0, -1.0, 1.0, 1.0]",a9d7256f801be882944027868860e1fa.2,You can not attain divinity because you are stupid .,0,0.34838414192199707,0,Informal,True
-3.0,"[-3.0, -3.0, -3.0, -3.0, -3.0]",e1ad6cdca94499bf68f6513afaddbeb2.0,hell ya cuz i live in canada and there is bad winters out here,0,0.005893968511372805,0,Informal,True
-3.0,"[-3.0, -3.0, -3.0, -3.0, -3.0]",9aa130c61cf869eeb54740e8d3bb7ac7.2,"once ur signal is good to go , it is signing u back in .",0,0.13386869430541992,0,Informal,True
-1.4,"[-3.0, -2.0, -2.0, -1.0, 1.0]",d5326446e4f3982b02832dad90244c43.0,Good thing you do n't have a twin .,0,0.1656292825937271,0,Informal,True
-0.8,"[-2.0, -2.0, -1.0, 0.0, 1.0]",bcdc9e09ffa2e2e11b65035718187688.3,And then new protein exits through the E site .,0,0.3506864607334137,0,Informal,True
-1.0,"[-2.0, -2.0, -1.0, 0.0, 0.0]",9936979b1afdbc0fc91169f283a1cc41.6,What happens when you drop something ?,0,0.2954341471195221,0,Informal,True
-2.6,"[-3.0, -3.0, -3.0, -2.0, -2.0]",4f03a4f3f716f1d00c2f7147fe53e3e0.173,it does n't deserve you anyways . '',0,0.146135613322258,0,Informal,True
-1.6,"[-2.0, -2.0, -2.0, -2.0, 0.0]",4f8022eb6dc46b71d644b4045d3bd57f.0,lust is healthier than love,0,0.16423749923706055,0,Informal,True
-1.0,"[-3.0, -2.0, -1.0, 0.0, 1.0]",546a29f231f34c283c5e8aaebe7b5d04.253,# President Roosevelt once rode his horse 100 miles .,0,0.24492117762565613,0,Informal,True
-1.0,"[-3.0, -2.0, -1.0, 0.0, 1.0]",3b34ca47371045a1b9b08c813deef01c.0,There really is no lower limit .,0,0.3118642270565033,0,Informal,True
-2.4,"[-3.0, -3.0, -3.0, -2.0, -1.0]",ceb7a3f8dc4c50536eca4c71d8fa85c2.0,"If you want abs , sit - ups are the way to go , man .",0,0.13704945147037506,0,Informal,True
-2.2,"[-3.0, -3.0, -3.0, -3.0, 1.0]",1ad9a3a15f51792c42036e740b0a2d7f.0,have u tried joggin or doing sit ups or goin to a gym .,0,0.14468997716903687,0,Informal,True
-2.2,"[-3.0, -2.0, -2.0, -2.0, -2.0]",125c7acab5680f8dca59b425b69c0bb5.1,google images is where I would go to find pictures .,0,0.22642743587493896,0,Informal,True
-0.6,"[-2.0, -2.0, 0.0, 0.0, 1.0]",cdba69af8eb0e14a7cb79bac1978b04d.17,Tea bags are cheap and they can make a lot of tea .,0,0.4188556969165802,0,Informal,True
-2.2,"[-3.0, -3.0, -3.0, -2.0, 0.0]",c47c39b4a0cda4686fe0fb3f5c7f8ee9.0,I ' m trying to lose weight too and it 's sooo hard .,0,0.1682928204536438,0,Informal,True
-2.6,"[-3.0, -3.0, -3.0, -3.0, -1.0]",03ca37305a4064b48db4d6c3469711aa.2,What if they have a gun ?,0,0.17463915050029755,0,Informal,True
-0.8,"[-1.0, -1.0, -1.0, -1.0, 0.0]",5089a21ef4ab046475ce9e14037470ef.0,she knows she is being rescued,0,0.24094443023204803,0,Informal,True
-3.0,"[-3.0, -3.0, -3.0, -3.0, -3.0]",eb54892cbc9e91aa5b9ff31c44d1af4e.3,"Anyway , Just make ur self as her or over her standard .",0,0.11289741843938828,0,Informal,True
-1.4,"[-2.0, -2.0, -2.0, -1.0, 0.0]",75d4d06a44da4a00c8233f2e3c3ca097.2,I live in Minneapolis and I ' m watching it right now .,0,0.26643937826156616,0,Informal,True
-2.0,"[-3.0, -3.0, -3.0, -1.0, 0.0]",267a8d3d6d0c30064f86587421191f4a.0,Because the men were out working in the wars ... and miness,0,0.16912372410297394,0,Informal,True
-2.8,"[-3.0, -3.0, -3.0, -3.0, -2.0]",805b83f19bf5d845d94f35adc9be179c.0,Mmmm I doubt it !,0,0.10921687632799149,0,Informal,True
-1.4,"[-3.0, -2.0, -1.0, -1.0, 0.0]",9b65949c70d4c4e68af75a98e07b000a.0,"September by Earth , Wind & Fire ... ...",0,0.27462682127952576,0,Informal,True
-2.0,"[-3.0, -2.0, -2.0, -2.0, -1.0]",c5d97b610e8fde9ee95fa81d437b343f.18,Some even made sense ! !,0,0.14766184985637665,0,Informal,True
-0.6,"[-3.0, -1.0, 0.0, 0.0, 1.0]",9013361ca99d93bd54b53e7635767de4.2,Eat more carrots and it will make your eyes healthier .,0,0.4316423535346985,1,Formal,False
-0.6,"[-2.0, -1.0, -1.0, 0.0, 1.0]",f7f1039a126f385163d4d7998406fd15.0,My brother did one and signed up for the `` Promo '' offers .,0,0.3255957067012787,0,Informal,True
-3.0,"[-3.0, -3.0, -3.0, -3.0, -3.0]",663b16e6ce416165387cb470960f4660.1,i love LoVe LOVE ! ! ! ! !,0,0.12914107739925385,0,Informal,True
-2.6,"[-3.0, -3.0, -3.0, -3.0, -1.0]",82a5af10b25c5af381843f309aa4a0b2.570,How can u tell the leaves not 2 fall when wind exist ?,0,0.11749561131000519,0,Informal,True
-0.6,"[-2.0, -2.0, -1.0, 1.0, 1.0]",a72cd8401e2bb36b4889fcf744bd6c5e.4,And on the grand scheme of things your problem is n't so bad .,0,0.35546645522117615,0,Informal,True
-0.6,"[-2.0, -1.0, 0.0, 0.0, 0.0]",76afd7711914a6a256e0f1402613f277.3,Think in the long term .,0,0.368770569562912,0,Informal,True
-0.8,"[-2.0, -1.0, -1.0, -1.0, 1.0]",3dd86669f8e2dff7351f9b21fd572261.2,i would just suggest changing the date !,0,0.30625730752944946,0,Informal,True
-0.6,"[-2.0, -2.0, 0.0, 0.0, 1.0]",502a48b9409f764a9b12238ded77d365.36,Here We Go .,0,0.14548535645008087,0,Informal,True
-0.6,"[-1.0, -1.0, -1.0, 0.0, 0.0]",969a2c5cdd3e590f9129157c351dc755.4,They are free .,0,0.4010884463787079,0,Informal,True
-2.2,"[-3.0, -3.0, -2.0, -2.0, -1.0]",ff31558caae720b6555c0a431bb33e4c.2,that ignorant who ever said that,0,0.11331895738840103,0,Informal,True
-2.6,"[-3.0, -3.0, -3.0, -3.0, -1.0]",be63a961722f34f563d8927918f5541f.6,yup I made it up 2 .,0,0.09835857897996902,0,Informal,True
-1.2,"[-3.0, -2.0, -1.0, -1.0, 1.0]",435beed59d80986134e9591c2b6a84f2.0,You sound like such a nice woman taking care of all this .,0,0.30923888087272644,0,Informal,True
-1.0,"[-2.0, -1.0, -1.0, -1.0, 0.0]",03ca87d12b9195553dc76e4214834447.7,"That way , you can immediately tell if he is doing it wrong .",0,0.3106972575187683,0,Informal,True
-1.6,"[-3.0, -2.0, -1.0, -1.0, -1.0]",b873aed3b2bc76b8d15f965ef59fb656.2,and they did n't know it .,0,0.1977924257516861,0,Informal,True
-2.2,"[-3.0, -3.0, -2.0, -2.0, -1.0]",2ecc75e14942d5769976f9febca81a43.8,I hope you get infested .,0,0.20265750586986542,0,Informal,True
-1.0,"[-3.0, -2.0, -1.0, 0.0, 1.0]",e75fc16e39c78127077049580c895767.15,Let 's say they decide to occupy a local park or play ground ?,0,0.3710007667541504,0,Informal,True
-1.0,"[-3.0, -3.0, -1.0, 1.0, 1.0]",0995382c7bc4ab414cc2f22c5754ba7f.75,Jasper finds Cameron in the hallways and asks if Chase is her boyfriend .,0,0.3319756090641022,0,Informal,True
-2.6,"[-3.0, -3.0, -3.0, -2.0, -2.0]",c3fc3eb7460cf639ae7084f8f56504fb.2,( this is an OLD joke/trick ),0,0.11749088019132614,0,Informal,True
-1.0,"[-3.0, -1.0, -1.0, -1.0, 1.0]",d1683137c586361c170098de0194fc1f.1,So do not worry about it .,0,0.3346831798553467,0,Informal,True
-1.0,"[-2.0, -1.0, -1.0, -1.0, 0.0]",2143da9bc5d9102c030446173394d312.1,the answer is NO .,0,0.30238619446754456,0,Informal,True
-1.4,"[-3.0, -3.0, -1.0, -1.0, 1.0]",82a5af10b25c5af381843f309aa4a0b2.535,* Wake up dear love it 's a beautiful day !,0,0.25691258907318115,0,Informal,True
-2.6,"[-3.0, -3.0, -3.0, -2.0, -2.0]",9aeac441e609491d744c78ab036fd765.4,"that tells me `` I ca n't , and I wo n't '' .",0,0.16159138083457947,0,Informal,True
-1.2,"[-3.0, -2.0, -1.0, 0.0, 0.0]",62cce75d68b190281409a5369e97a141.2,all i know about clam chowder is from the simpsons .,0,0.2586362957954407,0,Informal,True
-0.8,"[-2.0, -2.0, -1.0, 0.0, 1.0]",2cbba7f7e3d3afe281f2d493aa54a81d.0,Stay away from steriods .,0,0.4033791422843933,0,Informal,True
-3.0,"[-3.0, -3.0, -3.0, -3.0, -3.0]",8afbcc60441e12f5d5dc7e6de2734517.0,i would drink his spit,0,0.07399545609951019,0,Informal,True
-1.4,"[-3.0, -2.0, -2.0, -1.0, 1.0]",1adaef20338ae637af9cb34b2e48fc25.6,My advice : Grow up .,0,0.25259602069854736,0,Informal,True
-1.0,"[-2.0, -1.0, -1.0, -1.0, 0.0]",e7d17b3c7e5b386619db3c31046c81bd.0,Divorce your husband !,0,0.43332770466804504,1,Formal,False
-2.2,"[-3.0, -3.0, -3.0, -2.0, 0.0]",9742204f6e7229f7d39e050569809a27.5,just make them believe that it 's phone 's problem .,0,0.16138353943824768,0,Informal,True
-1.2,"[-2.0, -2.0, -1.0, -1.0, 0.0]",67fc3878ad3a96cdcea611acaa66afa1.5,I ' m 47 and just went through one .,0,0.28108009696006775,0,Informal,True
-1.4,"[-3.0, -2.0, -2.0, -1.0, 1.0]",de8feea32b053376c5d85da247246c75.0,YOu need to get back in top shape again ... that 's why .,0,0.25263842940330505,0,Informal,True
-3.0,"[-3.0, -3.0, -3.0, -3.0, -3.0]",70acfdc67044e441198917ff831c7be0.0,rotfl U are soooo funny ! ! !,0,0.08866077661514282,0,Informal,True
-1.6,"[-2.0, -2.0, -2.0, -1.0, -1.0]",81c30ce98b22269184f649c95de03e17.7,Your kids have trained you to let them get away with this stuff .,0,0.28799968957901,0,Informal,True
-0.6,"[-3.0, -1.0, -1.0, 1.0, 1.0]",7bc10cf611dadaae099915d6b93a0208.1,Just drag the songs you want from you Itunes library playlist into the ipod .,0,0.382710337638855,0,Informal,True
-0.8,"[-2.0, -2.0, -1.0, 0.0, 1.0]",e2d7084050ba4916d08f3cca897a0dd8.0,no because it was a hypothetical question .,0,0.3171825706958771,0,Informal,True
-2.4,"[-3.0, -3.0, -3.0, -2.0, -1.0]",43deaeb65c00e6f6ae983dd1fa27078c.0,A holy soul .,0,0.11357925832271576,0,Informal,True
-1.4,"[-3.0, -3.0, -1.0, -1.0, 1.0]",d66cf695f14992b0c9db6cf2b9b332a9.5,"As long you do n't eat to much , you wo n't through up .",0,0.22535623610019684,0,Informal,True
-1.8,"[-3.0, -2.0, -2.0, -1.0, -1.0]",9bb88709dcb361878c5a3d8ffcd3ad27.0,i would be disappointed .,0,0.13322225213050842,0,Informal,True
-2.4,"[-3.0, -3.0, -2.0, -2.0, -2.0]",7bee33b36ac866eeeb99b1435f2ace5c.0,"No , my own dreams are enough to keep me wonderin ' .",0,0.14498132467269897,0,Informal,True
-2.2,"[-3.0, -3.0, -2.0, -2.0, -1.0]",7a8fce5e0b1e925a730dd68fcd990303.0,that 's mean you ca n't force someone you love to change their religion,0,0.16700224578380585,0,Informal,True
-1.4,"[-3.0, -2.0, -2.0, -1.0, 1.0]",1316906a65a4efb1092506bfe6d1ad4c.11,And I would n't exactly call Iraq and Afghanistan `` harmless '' .,0,0.27698054909706116,0,Informal,True
-1.0,"[-3.0, -2.0, 0.0, 0.0, 0.0]",9982bf7a262ba6bcaba3880f547ad7ac.0,yes u need Medicine more info http://www.skincarefairy.com,0,0.3504661023616791,0,Informal,True
-2.0,"[-3.0, -3.0, -2.0, -2.0, 0.0]",73898db15bb3182c457d54d7417559aa.0,I think so ...,0,0.1996302306652069,0,Informal,True
-1.6,"[-3.0, -2.0, -2.0, -2.0, 1.0]",04558cc694f4b52b7a4cbe71db709d86.0,"Sorry pal , abortion is killing a human being !",0,0.18095248937606812,0,Informal,True
-0.6,"[-2.0, -1.0, 0.0, 0.0, 0.0]",75b12bbd15d548ab5ab46ad32fd5d9cd.12,No one owns any one style or color .,0,0.3930748403072357,0,Informal,True
-2.2,"[-3.0, -3.0, -3.0, -2.0, 0.0]",a42691c6268e3339e03c16211da46703.0,no!if you wana chat about it then leave me a cmment http://www.bebo.com/Profile.jsp?MID=367137231&MemberId=2224798592,0,0.16095665097236633,0,Informal,True
-1.4,"[-3.0, -2.0, -2.0, -1.0, 1.0]",f46cd71d10b715d12a08363f00d29b6c.1,which s a good thing I suppose ?,0,0.22185029089450836,0,Informal,True
-0.8,"[-2.0, -1.0, -1.0, 0.0, 0.0]",926b0fbcc0b6f270ac8c45911bf3f112.1,Just call the Municipal building where you got the ticket .,0,0.3688788414001465,0,Informal,True
-2.6,"[-3.0, -3.0, -3.0, -2.0, -2.0]",ac402386c397fb5c3061fd7a3c3d71a0.0,if youve ever been to drunk to fish,0,0.0913669541478157,0,Informal,True
-0.6,"[-2.0, -2.0, -1.0, 1.0, 1.0]",cf2c005d297c65db416d4f7e42599dd5.0,"It 's morning sickness , or just not wanting to eat .",0,0.4027520418167114,0,Informal,True
-2.0,"[-3.0, -3.0, -2.0, -2.0, 0.0]",0b0cbb548f2dba596f65eb6d9d3c1cfc.0,I ' d say earth .,0,0.21292303502559662,0,Informal,True
-0.6,"[-2.0, -1.0, 0.0, 0.0, 0.0]",ecee9e75db5f0c99c15f7457b6cd1524.0,Hinduism in India .,0,0.3378855586051941,0,Informal,True
-2.6,"[-3.0, -3.0, -3.0, -2.0, -2.0]",c1f346c95aae03ab563f1555b3914adb.6,:) contact me anytime,0,0.0695231705904007,0,Informal,True
-1.0,"[-2.0, -2.0, -1.0, 0.0, 0.0]",57bb634f4c992968041b6cb080806196.12,( on the 20th in fact ),0,0.2847311794757843,0,Informal,True
-1.4,"[-2.0, -2.0, -1.0, -1.0, -1.0]",0f9a3afd88df110c2eba0b041cddaac8.0,I was surprised to see that they are still around .,0,0.25684863328933716,0,Informal,True
-2.0,"[-3.0, -3.0, -2.0, -1.0, -1.0]",1dd1f8be371624f1ecdce7d36da3bf3d.1,you can finish in 8 .,0,0.1536068618297577,0,Informal,True
-2.2,"[-3.0, -3.0, -2.0, -2.0, -1.0]",3ec2746ec55d389dfc1f1cdf40416c12.1,"Well if he not going to anything , do n't give him anything .",0,0.17859315872192383,0,Informal,True
-2.2,"[-3.0, -3.0, -3.0, -2.0, 0.0]",4f7dd9488d0e2de693d9b0c43ae5a477.0,Hey Sam level 5 ! ! ! !,0,0.14259828627109528,0,Informal,True
-2.2,"[-3.0, -2.0, -2.0, -2.0, -2.0]",c5341e25a0097e4479a6dcc97f4e4b03.0,kind of but its understandable if youre far away from him .,0,0.1536853313446045,0,Informal,True
-2.0,"[-3.0, -3.0, -3.0, -2.0, 1.0]",24261af4feed2d039619005d169a26a4.1,go see an endocrinologist .,0,0.21253567934036255,0,Informal,True
-2.6,"[-3.0, -3.0, -3.0, -3.0, -1.0]",b2de81f7014a8786368c2801ccf6e76e.23,then serve ... ... ... enjoy ! ! ! ! ! ! ! !,0,0.127578005194664,0,Informal,True
-1.0,"[-3.0, -2.0, -1.0, 0.0, 1.0]",610445746a7a0f301845a66aac78fb06.7,Go for it !,0,0.25898298621177673,0,Informal,True
-2.0,"[-3.0, -3.0, -3.0, -2.0, 1.0]",5d00d6e8689bb611ac6736486f6163f5.2,Kitty will be pissed off - but no more fleas or eggs ! ! !,0,0.1529282182455063,0,Informal,True
-0.6,"[-2.0, -1.0, -1.0, 0.0, 1.0]",69e0742b06fe47e84f0415f37cf36d42.2,But what finally worked was nature .,0,0.3225669860839844,0,Informal,True
-2.6,"[-3.0, -3.0, -3.0, -3.0, -1.0]",11791b2d3f9195407ed73d0d4366dc5f.5,coz i dun think the law agree to it ... pls think twice .,0,0.12387678027153015,0,Informal,True
-0.8,"[-2.0, -1.0, -1.0, -1.0, 1.0]",761cc74758adc3e5d93b7d6f40bddea5.2,Laughter I think is the key here - and I laugh a lot !,0,0.3539477586746216,0,Informal,True
-2.6,"[-3.0, -3.0, -3.0, -3.0, -1.0]",c8ae91e03da2e8f5b5690e8fd5e85adc.5,B/c they have the Visa/Mc label on it,0,0.11932362616062164,0,Informal,True
-0.8,"[-3.0, -2.0, -1.0, 1.0, 1.0]",9b3ac6634c41edbb7da413b1f1316929.2,"When the page loads , scroll down and chooze yur catogories then sub catogories .",0,0.4801112115383148,1,Formal,False
-1.0,"[-3.0, -2.0, 0.0, 0.0, 0.0]",72f0a9b33c16d33c09fde1d8c1b13a0a.0,Is anything normal is really the question .,0,0.3920074701309204,0,Informal,True
-2.6,"[-3.0, -3.0, -3.0, -2.0, -2.0]",c8139ddd3aca69356547485137551528.0,Redhead got it ... ! !,0,0.14173012971878052,0,Informal,True
-2.6,"[-3.0, -3.0, -3.0, -2.0, -2.0]",659635cb93054bfc1b7ad242bb888a3f.0,"Psh , do n't believe what the TV tells you .",0,0.11484143882989883,0,Informal,True
-1.0,"[-3.0, -2.0, -1.0, 0.0, 1.0]",e619f9d109a9d8fed53c0aee0a3c2bf5.1,I miss them so much .,0,0.25947412848472595,0,Informal,True
-1.6,"[-3.0, -2.0, -2.0, -1.0, 0.0]",18f1fedfe376ecac004543b24b1e1f60.0,JK Rowling hands down .,0,0.22769621014595032,0,Informal,True
-2.6,"[-3.0, -3.0, -3.0, -2.0, -2.0]",9c4c920167015564a7f6af63f274b718.0,ur 13 & have an avater that make u look 40 ?,0,0.10105925798416138,0,Informal,True
-1.6,"[-3.0, -2.0, -1.0, -1.0, -1.0]",e1b01422a46c8c736a6f4564056e6dd8.0,"yep , your body chemistry is reacting to his seminal fluid .",0,0.22056537866592407,0,Informal,True
-2.2,"[-3.0, -3.0, -2.0, -2.0, -1.0]",1d55a059502e1b392b2089b5b3411136.1,I give it an 8 .,0,0.14779336750507355,0,Informal,True
-1.8,"[-3.0, -3.0, -2.0, -2.0, 1.0]",3efdd6b746fbe23a2cf1aaea6171a4c3.3,there u will be able to change these minor personal details .,0,0.1697569340467453,0,Informal,True
-1.4,"[-2.0, -2.0, -2.0, -1.0, 0.0]",a4d4df5be20bb2d8101007b95324f030.0,well as we seem to be still pretty much a green country .,0,0.22182434797286987,0,Informal,True
-1.6,"[-3.0, -2.0, -2.0, -2.0, 1.0]",2b90429aa5a8b389f158452a537ae688.1,( forgot what program though ) ... they were making tempura shrimps .,0,0.23153109848499298,0,Informal,True
-2.0,"[-3.0, -3.0, -2.0, -1.0, -1.0]",28983fa3112ebf4e977ce8b1fe456f6f.1,Is school going OK ?,0,0.20061862468719482,0,Informal,True
-1.0,"[-3.0, -3.0, -1.0, 1.0, 1.0]",f362ca43d32ed406cc4883f5c20aa647.0,No i think it belongs to Chris Petersen of Boise State,0,0.36568695306777954,0,Informal,True
-2.0,"[-3.0, -2.0, -2.0, -2.0, -1.0]",a55b7f30c9c42f466dd11ad1f952f92e.2,Absolute zero is -420 bellow or something like that .,0,0.13860410451889038,0,Informal,True
-2.2,"[-3.0, -3.0, -2.0, -2.0, -1.0]",0553314339009559e6ba3d8b80a8b434.0,I dated a guy that was very thick and it almost did n't work .,0,0.16989512741565704,0,Informal,True
-1.0,"[-2.0, -2.0, -2.0, -1.0, 2.0]",d2799bcda75221710e5a068a5c4332db.118,"I take back the card and say , `` Gee , really ?",0,0.3196694850921631,0,Informal,True
-0.6,"[-1.0, -1.0, -1.0, -1.0, 1.0]",cdba69af8eb0e14a7cb79bac1978b04d.9,"Instead of having lots of food at the reception , have a tea party/reception .",0,0.4805678129196167,1,Formal,False
-0.8,"[-3.0, -2.0, -1.0, 1.0, 1.0]",70235215a00cc143ea8b1884e3cc0a57.8,Anyone outside the USA ?,0,0.38681912422180176,0,Informal,True
-1.8,"[-2.0, -2.0, -2.0, -2.0, -1.0]",f387887c300cd713411bd993930fb117.3,my girlfriend had to get a new head when she bought her 97 neon .,0,0.19327807426452637,0,Informal,True
-1.8,"[-2.0, -2.0, -2.0, -2.0, -1.0]",89f7d44bacbe35816c15a6fa57e6b5e4.1,We bought it fair and square ...,0,0.18038739264011383,0,Informal,True
-2.8,"[-3.0, -3.0, -3.0, -3.0, -2.0]",fb85634e2f47f3148e5170ca4b2f0e11.0,tripple x an my husband .,0,0.09809480607509613,0,Informal,True
-2.4,"[-3.0, -3.0, -3.0, -2.0, -1.0]",30220ecd184752e76217c7efe94fba5f.3,then they got thrashed by Ireland .,0,0.1136801540851593,0,Informal,True
-2.0,"[-3.0, -2.0, -2.0, -2.0, -1.0]",84fa1f0e033bb3d531b3aa8b26bf38bf.147,Gifted What 's the difference between a lawn mower and a soprano sax ?,0,0.15035586059093475,0,Informal,True
